學校代碼,學校名稱,科系代碼,科系名稱,日間∕進修別,等級別,學生數,年份
12,國立臺灣海洋大學,10412048,航運管理學系,P 進,B 學士,340,109
12,國立臺灣海洋大學,10414052,商船學系,D 日,B 學士,506,109
12,國立臺灣海洋大學,10414052,商船學系學士後多元專長培力課程專班,P 進,B 學士,36,109
13,國立中正大學,01112005,成人及繼續教育學系,D 日,B 學士,114,109
13,國立中正大學,02221015,歷史學系,D 日,B 學士,184,109
13,國立中正大學,02231016,哲學系,D 日,B 學士,191,109
13,國立中正大學,02311012,外國語文學系,D 日,B 學士,211,109
13,國立中正大學,02322011,中國文學系,D 日,B 學士,178,109
13,國立中正大學,03111017,經濟學系,D 日,B 學士,351,109
13,國立中正大學,03121018,政治學系,D 日,B 學士,189,109
13,國立中正大學,03131019,心理學系,D 日,B 學士,218,109
13,國立中正大學,03191025,勞工關係學系,D 日,B 學士,180,109
13,國立中正大學,03199026,犯罪防治學系,D 日,B 學士,147,109
13,國立中正大學,03211028,傳播學系,D 日,B 學士,187,109
13,國立中正大學,04111032,會計與資訊科技學系,D 日,B 學士,231,109
13,國立中正大學,04121034,財務金融學系,D 日,B 學士,314,109
13,國立中正大學,04131033,企業管理學系,D 日,B 學士,318,109
13,國立中正大學,04211039,法律學系,D 日,B 學士,324,109
13,國立中正大學,04212040,財經法律學系,D 日,B 學士,201,109
13,國立中正大學,05121075,生物醫學科學系,D 日,B 學士,138,109
13,國立中正大學,05311045,化學暨生物化學系,D 日,B 學士,187,109
13,國立中正大學,05321047,地球與環境科學系,D 日,B 學士,159,109
13,國立中正大學,05331067,物理學系,D 日,B 學士,189,109
13,國立中正大學,05411049,數學系,D 日,B 學士,169,109
13,國立中正大學,06131053,資訊管理學系,D 日,B 學士,196,109
13,國立中正大學,06131055,資訊工程學系,D 日,B 學士,397,109
13,國立中正大學,07111061,化學工程學系,D 日,B 學士,186,109
13,國立中正大學,07141054,電機工程學系,D 日,B 學士,321,109
13,國立中正大學,07141056,通訊工程學系,D 日,B 學士,182,109
13,國立中正大學,07151058,機械工程學系,D 日,B 學士,356,109
13,國立中正大學,09231063,社會福利學系,D 日,B 學士,191,109
13,國立中正大學,10141064,運動競技學系,D 日,B 學士,102,109
14,國立高雄師範大學,01111001,教育學系,D 日,B 學士,144,109
14,國立高雄師範大學,01113010,特殊教育學系,D 日,B 學士,166,109
14,國立高雄師範大學,01141003,工業科技教育學系,D 日,B 學士,142,109
14,國立高雄師範大學,01141005,體育學系,D 日,B 學士,215,109
