統計期,畢業年,學位,學門,薪資
114年 1月,110年畢業,碩士,漁業學門,46181.0
114年 1月,111年畢業,碩士,漁業學門,48434.0
114年 1月,112年畢業,碩士,漁業學門,48508.0
114年 1月,113年畢業,碩士,漁業學門,41156.0
114年 7月,109年畢業,碩士,漁業學門,49964.0
114年 7月,110年畢業,碩士,漁業學門,49956.0
114年 7月,111年畢業,碩士,漁業學門,50363.0
114年 7月,112年畢業,碩士,漁業學門,46901.0
114年 7月,113年畢業,碩士,漁業學門,41146.0
112年 1月,109年畢業,碩士,獸醫學門,42496.0
112年 1月,110年畢業,碩士,獸醫學門,44816.0
112年 1月,111年畢業,碩士,獸醫學門,39538.0
112年 7月,109年畢業,碩士,獸醫學門,45198.0
112年 7月,110年畢業,碩士,獸醫學門,43070.0
112年 7月,111年畢業,碩士,獸醫學門,41415.0
112年 7月,112年畢業,碩士,獸醫學門,41586.0
113年 1月,109年畢業,碩士,獸醫學門,47585.0
113年 1月,110年畢業,碩士,獸醫學門,44278.0
113年 1月,111年畢業,碩士,獸醫學門,43058.0
113年 1月,112年畢業,碩士,獸醫學門,40689.0
113年 7月,109年畢業,碩士,獸醫學門,45847.0
113年 7月,110年畢業,碩士,獸醫學門,48547.0
113年 7月,111年畢業,碩士,獸醫學門,47571.0
113年 7月,112年畢業,碩士,獸醫學門,42226.0
113年 7月,113年畢業,碩士,獸醫學門,42681.0
114年 1月,109年畢業,碩士,獸醫學門,48954.0
114年 1月,110年畢業,碩士,獸醫學門,49174.0
114年 1月,111年畢業,碩士,獸醫學門,47518.0
114年 1月,112年畢業,碩士,獸醫學門,43333.0
114年 1月,113年畢業,碩士,獸醫學門,43915.0
114年 7月,109年畢業,碩士,獸醫學門,50696.0
114年 7月,110年畢業,碩士,獸醫學門,50206.0
114年 7月,111年畢業,碩士,獸醫學門,49598.0
114年 7月,112年畢業,碩士,獸醫學門,47815.0
114年 7月,113年畢業,碩士,獸醫學門,44423.0
112年 1月,109年畢業,碩士,醫藥衛生學門,54911.0
112年 1月,110年畢業,碩士,醫藥衛生學門,53189.0
112年 1月,111年畢業,碩士,醫藥衛生學門,50775.0
112年 7月,109年畢業,碩士,醫藥衛生學門,56889.0
112年 7月,110年畢業,碩士,醫藥衛生學門,55242.0
112年 7月,111年畢業,碩士,醫藥衛生學門,52069.0
112年 7月,112年畢業,碩士,醫藥衛生學門,56684.0
113年 1月,109年畢業,碩士,醫藥衛生學門,58466.0
113年 1月,110年畢業,碩士,醫藥衛生學門,56550.0
113年 1月,111年畢業,碩士,醫藥衛生學門,53731.0
113年 1月,112年畢業,碩士,醫藥衛生學門,52439.0
113年 7月,109年畢業,碩士,醫藥衛生學門,60205.0
113年 7月,110年畢業,碩士,醫藥衛生學門,59016.0
113年 7月,111年畢業,碩士,醫藥衛生學門,55617.0
113年 7月,112年畢業,碩士,醫藥衛生學門,54457.0
113年 7月,113年畢業,碩士,醫藥衛生學門,59314.0
114年 1月,109年畢業,碩士,醫藥衛生學門,61361.0
114年 1月,110年畢業,碩士,醫藥衛生學門,60342.0
114年 1月,111年畢業,碩士,醫藥衛生學門,57337.0
114年 1月,112年畢業,碩士,醫藥衛生學門,56009.0
114年 1月,113年畢業,碩士,醫藥衛生學門,54364.0
114年 7月,109年畢業,碩士,醫藥衛生學門,63333.0
114年 7月,110年畢業,碩士,醫藥衛生學門,62548.0
114年 7月,111年畢業,碩士,醫藥衛生學門,59513.0
114年 7月,112年畢業,碩士,醫藥衛生學門,58373.0
114年 7月,113年畢業,碩士,醫藥衛生學門,56390.0
112年 1月,109年畢業,碩士,社會福利學門,46823.0
112年 1月,110年畢業,碩士,社會福利學門,44138.0
112年 1月,111年畢業,碩士,社會福利學門,44716.0
112年 7月,109年畢業,碩士,社會福利學門,46878.0
112年 7月,110年畢業,碩士,社會福利學門,45291.0
112年 7月,111年畢業,碩士,社會福利學門,44764.0
112年 7月,112年畢業,碩士,社會福利學門,44319.0
113年 1月,109年畢業,碩士,社會福利學門,47506.0
113年 1月,110年畢業,碩士,社會福利學門,46084.0
113年 1月,111年畢業,碩士,社會福利學門,45614.0
113年 1月,112年畢業,碩士,社會福利學門,46262.0
113年 7月,109年畢業,碩士,社會福利學門,49073.0
113年 7月,110年畢業,碩士,社會福利學門,47017.0
113年 7月,111年畢業,碩士,社會福利學門,47819.0
113年 7月,112年畢業,碩士,社會福利學門,47100.0
113年 7月,113年畢業,碩士,社會福利學門,46670.0
114年 1月,109年畢業,碩士,社會福利學門,50025.0
114年 1月,110年畢業,碩士,社會福利學門,48713.0
114年 1月,111年畢業,碩士,社會福利學門,48892.0
114年 1月,112年畢業,碩士,社會福利學門,48560.0
114年 1月,113年畢業,碩士,社會福利學門,47781.0
114年 7月,109年畢業,碩士,社會福利學門,50342.0
114年 7月,110年畢業,碩士,社會福利學門,49703.0
114年 7月,111年畢業,碩士,社會福利學門,49749.0
114年 7月,112年畢業,碩士,社會福利學門,49726.0
114年 7月,113年畢業,碩士,社會福利學門,48354.0
112年 1月,109年畢業,碩士,餐旅及民生服務學門,44310.0
112年 1月,110年畢業,碩士,餐旅及民生服務學門,42956.0
112年 1月,111年畢業,碩士,餐旅及民生服務學門,41866.0
112年 7月,109年畢業,碩士,餐旅及民生服務學門,44811.0
112年 7月,110年畢業,碩士,餐旅及民生服務學門,43758.0
112年 7月,111年畢業,碩士,餐旅及民生服務學門,42073.0
112年 7月,112年畢業,碩士,餐旅及民生服務學門,44792.0
113年 1月,109年畢業,碩士,餐旅及民生服務學門,46242.0
113年 1月,110年畢業,碩士,餐旅及民生服務學門,45075.0
113年 1月,111年畢業,碩士,餐旅及民生服務學門,44171.0
113年 1月,112年畢業,碩士,餐旅及民生服務學門,45584.0
113年 7月,109年畢業,碩士,餐旅及民生服務學門,47101.0
113年 7月,110年畢業,碩士,餐旅及民生服務學門,45750.0
113年 7月,111年畢業,碩士,餐旅及民生服務學門,45458.0
113年 7月,112年畢業,碩士,餐旅及民生服務學門,45953.0
113年 7月,113年畢業,碩士,餐旅及民生服務學門,46155.0
114年 1月,109年畢業,碩士,餐旅及民生服務學門,48603.0
114年 1月,110年畢業,碩士,餐旅及民生服務學門,48116.0
114年 1月,111年畢業,碩士,餐旅及民生服務學門,47581.0
114年 1月,112年畢業,碩士,餐旅及民生服務學門,47699.0
114年 1月,113年畢業,碩士,餐旅及民生服務學門,46306.0
114年 7月,109年畢業,碩士,餐旅及民生服務學門,49564.0
114年 7月,110年畢業,碩士,餐旅及民生服務學門,49458.0
114年 7月,111年畢業,碩士,餐旅及民生服務學門,48722.0
114年 7月,112年畢業,碩士,餐旅及民生服務學門,48515.0
114年 7月,113年畢業,碩士,餐旅及民生服務學門,46742.0
112年 1月,109年畢業,碩士,衛生及職業衛生服務學門,52336.0
112年 1月,110年畢業,碩士,衛生及職業衛生服務學門,53305.0
112年 1月,111年畢業,碩士,衛生及職業衛生服務學門,50156.0
112年 7月,109年畢業,碩士,衛生及職業衛生服務學門,53166.0
112年 7月,110年畢業,碩士,衛生及職業衛生服務學門,52073.0
112年 7月,111年畢業,碩士,衛生及職業衛生服務學門,49289.0
112年 7月,112年畢業,碩士,衛生及職業衛生服務學門,52385.0
113年 1月,109年畢業,碩士,衛生及職業衛生服務學門,54223.0
113年 1月,110年畢業,碩士,衛生及職業衛生服務學門,53450.0
113年 1月,111年畢業,碩士,衛生及職業衛生服務學門,49569.0
113年 1月,112年畢業,碩士,衛生及職業衛生服務學門,48745.0
113年 7月,109年畢業,碩士,衛生及職業衛生服務學門,57577.0
113年 7月,110年畢業,碩士,衛生及職業衛生服務學門,55746.0
113年 7月,111年畢業,碩士,衛生及職業衛生服務學門,53107.0
113年 7月,112年畢業,碩士,衛生及職業衛生服務學門,48216.0
113年 7月,113年畢業,碩士,衛生及職業衛生服務學門,48674.0
114年 1月,109年畢業,碩士,衛生及職業衛生服務學門,58328.0
114年 1月,110年畢業,碩士,衛生及職業衛生服務學門,55495.0
114年 1月,111年畢業,碩士,衛生及職業衛生服務學門,52924.0
114年 1月,112年畢業,碩士,衛生及職業衛生服務學門,48573.0
114年 1月,113年畢業,碩士,衛生及職業衛生服務學門,45669.0
114年 7月,109年畢業,碩士,衛生及職業衛生服務學門,60693.0
114年 7月,110年畢業,碩士,衛生及職業衛生服務學門,56449.0
114年 7月,111年畢業,碩士,衛生及職業衛生服務學門,54953.0
114年 7月,112年畢業,碩士,衛生及職業衛生服務學門,50826.0
114年 7月,113年畢業,碩士,衛生及職業衛生服務學門,48613.0
112年 1月,109年畢業,碩士,安全服務學門,
112年 1月,110年畢業,碩士,安全服務學門,
112年 1月,111年畢業,碩士,安全服務學門,
112年 7月,109年畢業,碩士,安全服務學門,
112年 7月,110年畢業,碩士,安全服務學門,
112年 7月,111年畢業,碩士,安全服務學門,
112年 7月,112年畢業,碩士,安全服務學門,
113年 1月,109年畢業,碩士,安全服務學門,
113年 1月,110年畢業,碩士,安全服務學門,
113年 1月,111年畢業,碩士,安全服務學門,
113年 1月,112年畢業,碩士,安全服務學門,
113年 7月,109年畢業,碩士,安全服務學門,
113年 7月,110年畢業,碩士,安全服務學門,
113年 7月,111年畢業,碩士,安全服務學門,
113年 7月,112年畢業,碩士,安全服務學門,
113年 7月,113年畢業,碩士,安全服務學門,
114年 1月,109年畢業,碩士,安全服務學門,
114年 1月,110年畢業,碩士,安全服務學門,
114年 1月,111年畢業,碩士,安全服務學門,
114年 1月,112年畢業,碩士,安全服務學門,
114年 1月,113年畢業,碩士,安全服務學門,
114年 7月,109年畢業,碩士,安全服務學門,
114年 7月,110年畢業,碩士,安全服務學門,
114年 7月,111年畢業,碩士,安全服務學門,
114年 7月,112年畢業,碩士,安全服務學門,
114年 7月,113年畢業,碩士,安全服務學門,
112年 1月,109年畢業,碩士,運輸服務學門,55482.0
112年 1月,110年畢業,碩士,運輸服務學門,52335.0
112年 1月,111年畢業,碩士,運輸服務學門,51690.0
112年 7月,109年畢業,碩士,運輸服務學門,57139.0
112年 7月,110年畢業,碩士,運輸服務學門,53364.0
112年 7月,111年畢業,碩士,運輸服務學門,52658.0
112年 7月,112年畢業,碩士,運輸服務學門,53408.0
113年 1月,109年畢業,碩士,運輸服務學門,57821.0
113年 1月,110年畢業,碩士,運輸服務學門,54507.0
113年 1月,111年畢業,碩士,運輸服務學門,54491.0
113年 1月,112年畢業,碩士,運輸服務學門,53920.0
113年 7月,109年畢業,碩士,運輸服務學門,60882.0
113年 7月,110年畢業,碩士,運輸服務學門,56309.0
113年 7月,111年畢業,碩士,運輸服務學門,58153.0
113年 7月,112年畢業,碩士,運輸服務學門,56223.0
113年 7月,113年畢業,碩士,運輸服務學門,56099.0
114年 1月,109年畢業,碩士,運輸服務學門,62516.0
114年 1月,110年畢業,碩士,運輸服務學門,58183.0
114年 1月,111年畢業,碩士,運輸服務學門,59507.0
114年 1月,112年畢業,碩士,運輸服務學門,57993.0
114年 1月,113年畢業,碩士,運輸服務學門,54868.0
114年 7月,109年畢業,碩士,運輸服務學門,65243.0
114年 7月,110年畢業,碩士,運輸服務學門,60999.0
114年 7月,111年畢業,碩士,運輸服務學門,62965.0
114年 7月,112年畢業,碩士,運輸服務學門,61314.0
114年 7月,113年畢業,碩士,運輸服務學門,57196.0
112年 1月,109年畢業,碩士,其他學門,53117.0
112年 1月,110年畢業,碩士,其他學門,58382.0
112年 1月,111年畢業,碩士,其他學門,67207.0
112年 7月,109年畢業,碩士,其他學門,48129.0
112年 7月,110年畢業,碩士,其他學門,57336.0
112年 7月,111年畢業,碩士,其他學門,67759.0
112年 7月,112年畢業,碩士,其他學門,58871.0
113年 1月,109年畢業,碩士,其他學門,50040.0
113年 1月,110年畢業,碩士,其他學門,57894.0
113年 1月,111年畢業,碩士,其他學門,67466.0
113年 1月,112年畢業,碩士,其他學門,62571.0
113年 7月,109年畢業,碩士,其他學門,49496.0
113年 7月,110年畢業,碩士,其他學門,59231.0
113年 7月,111年畢業,碩士,其他學門,71350.0
113年 7月,112年畢業,碩士,其他學門,60849.0
113年 7月,113年畢業,碩士,其他學門,50434.0
114年 1月,109年畢業,碩士,其他學門,51682.0
114年 1月,110年畢業,碩士,其他學門,61686.0
114年 1月,111年畢業,碩士,其他學門,70462.0
114年 1月,112年畢業,碩士,其他學門,62660.0
114年 1月,113年畢業,碩士,其他學門,49918.0
114年 7月,109年畢業,碩士,其他學門,54743.0
114年 7月,110年畢業,碩士,其他學門,61190.0
114年 7月,111年畢業,碩士,其他學門,71613.0
114年 7月,112年畢業,碩士,其他學門,67387.0
114年 7月,113年畢業,碩士,其他學門,50305.0
