學校代碼,學校名稱,科系代碼,科系名稱,日間∕進修別,等級別,學生數,年份
3,國立臺灣大學,04131030,事業經營碩士在職學位學程,N 職,M 碩士,66,109
3,國立臺灣大學,04131031,國際企業學系,D 日,M 碩士,136,109
3,國立臺灣大學,04134022,公共事務研究所,D 日,M 碩士,60,109
3,國立臺灣大學,04199034,臺大復旦EMBA境外專班,N 職,M 碩士,259,109
3,國立臺灣大學,04199146,管理學院碩士在職專班,N 職,M 碩士,480,109
3,國立臺灣大學,04199148,管理學院創業創新管理碩士在職專班,N 職,M 碩士,84,109
3,國立臺灣大學,04211035,法律學系,D 日,M 碩士,496,109
3,國立臺灣大學,04212036,科際整合法律學研究所,D 日,M 碩士,151,109
3,國立臺灣大學,04212037,事業經營法務碩士在職學位學程,N 職,M 碩士,58,109
3,國立臺灣大學,05111038,生命科學系,D 日,M 碩士,74,109
3,國立臺灣大學,05111040,植物科學研究所,D 日,M 碩士,60,109
3,國立臺灣大學,05111041,昆蟲學系,D 日,M 碩士,32,109
3,國立臺灣大學,05121044,生物科技研究所,D 日,M 碩士,36,109
3,國立臺灣大學,05121045,生化科學研究所,D 日,M 碩士,55,109
3,國立臺灣大學,05121046,分子與細胞生物學研究所,D 日,M 碩士,54,109
3,國立臺灣大學,05121047,基因體與系統生物學學位學程,D 日,M 碩士,14,109
3,國立臺灣大學,05121151,生化科技學系,D 日,M 碩士,110,109
3,國立臺灣大學,05121160,生物科技管理碩士在職學位學程,N 職,M 碩士,59,109
3,國立臺灣大學,05123050,生物化學暨分子生物學研究所,D 日,M 碩士,68,109
3,國立臺灣大學,05212043,生態學與演化生物學研究所,D 日,M 碩士,53,109
3,國立臺灣大學,05311051,化學系,D 日,M 碩士,208,109
3,國立臺灣大學,05321052,地質科學系,D 日,M 碩士,80,109
3,國立臺灣大學,05321053,氣候變遷與永續發展國際碩士學位學程,D 日,M 碩士,35,109
3,國立臺灣大學,05322056,大氣科學系,D 日,M 碩士,44,109
3,國立臺灣大學,05323057,海洋研究所,D 日,M 碩士,96,109
3,國立臺灣大學,05331054,物理學系,D 日,M 碩士,195,109
3,國立臺灣大學,05331055,應用物理學研究所,D 日,M 碩士,36,109
3,國立臺灣大學,05332058,天文物理研究所,D 日,M 碩士,14,109
3,國立臺灣大學,05411059,數學系,D 日,M 碩士,35,109
3,國立臺灣大學,05421060,統計碩士學位學程,D 日,M 碩士,30,109
3,國立臺灣大學,05499061,應用數學科學研究所,D 日,M 碩士,18,109
3,國立臺灣大學,06131062,資訊管理學系,D 日,M 碩士,124,109
3,國立臺灣大學,06131063,資訊網路與多媒體研究所,D 日,M 碩士,115,109
3,國立臺灣大學,06131067,資訊工程學系,D 日,M 碩士,371,109
3,國立臺灣大學,06131067,資訊工程學系,N 職,M 碩士,20,109
3,國立臺灣大學,06131158,資料科學碩士學位學程,D 日,M 碩士,39,109
3,國立臺灣大學,07111076,化學工程學系,D 日,M 碩士,226,109
3,國立臺灣大學,07111077,高分子科學與工程學研究所,D 日,M 碩士,55,109
3,國立臺灣大學,07112078,材料科學與工程學系,D 日,M 碩士,173,109
3,國立臺灣大學,07121080,環境工程學研究所,D 日,M 碩士,113,109
3,國立臺灣大學,07121080,環境工程學研究所,N 職,M 碩士,11,109
3,國立臺灣大學,07141064,電機工程學系,D 日,M 碩士,247,109
3,國立臺灣大學,07141065,電子工程學研究所,D 日,M 碩士,408,109
3,國立臺灣大學,07141066,光電工程學研究所,D 日,M 碩士,271,109
3,國立臺灣大學,07141068,電信工程學研究所,D 日,M 碩士,315,109
3,國立臺灣大學,07141068,電信工程學研究所智慧科技與資訊安全碩士在職專班,N 職,M 碩士,20,109
3,國立臺灣大學,07151069,機械工程學系,D 日,M 碩士,424,109
3,國立臺灣大學,07151082,工程科學及海洋工程學系,D 日,M 碩士,219,109
3,國立臺灣大學,07151161,生物機電工程學系,D 日,M 碩士,107,109
3,國立臺灣大學,07191079,工業工程學研究所,D 日,M 碩士,61,109
3,國立臺灣大學,07191079,工業工程學研究所,N 職,M 碩士,36,109
3,國立臺灣大學,07193081,生醫電子與資訊學研究所,D 日,M 碩士,115,109
3,國立臺灣大學,07193083,醫學工程學研究所,D 日,M 碩士,91,109
3,國立臺灣大學,07194071,應用力學研究所,D 日,M 碩士,172,109
3,國立臺灣大學,07211099,食品科技研究所,D 日,M 碩士,91,109
3,國立臺灣大學,07313086,建築與城鄉研究所,D 日,M 碩士,139,109
3,國立臺灣大學,07321074,土木工程學系,D 日,M 碩士,364,109
3,國立臺灣大學,07321074,土木工程學系,N 職,M 碩士,48,109
3,國立臺灣大學,07321075,生物環境系統工程學系,D 日,M 碩士,73,109
3,國立臺灣大學,08111087,農藝學系,D 日,M 碩士,63,109
3,國立臺灣大學,08112089,動物科學技術學系,D 日,M 碩士,54,109
3,國立臺灣大學,08121091,園藝暨景觀學系,D 日,M 碩士,119,109
3,國立臺灣大學,08191100,農業化學系,D 日,M 碩士,59,109
3,國立臺灣大學,08192164,全球農業科技與基因體科學碩士學位學程,D 日,M 碩士,5,109
3,國立臺灣大學,08193096,農業經濟學系,D 日,M 碩士,92,109
3,國立臺灣大學,08193096,農業經濟學系,N 職,M 碩士,66,109
3,國立臺灣大學,08193098,生物產業傳播暨發展學系,D 日,M 碩士,32,109
