學年度,學校代碼,學校名稱,科系代碼,科系名稱,日間∕進修別,等級別,學生數,教師數,上學年度畢業生數,縣市名稱,體系別
113,0008,國立中央大學,06133082,人工智慧國際碩士學位學程,D 日,M 碩士,36,2,4,03 桃園市,1 一般
113,0008,國立中央大學,07111069,化學工程與材料工程學系,D 日,D 博士,29,0,5,03 桃園市,1 一般
113,0008,國立中央大學,07111069,化學工程與材料工程學系,D 日,M 碩士,162,0,72,03 桃園市,1 一般
113,0008,國立中央大學,07111069,化學工程與材料工程學系,D 日,B 學士,219,18,39,03 桃園市,1 一般
113,0008,國立中央大學,07112070,材料科學與工程研究所,D 日,D 博士,10,0,5,03 桃園市,1 一般
113,0008,國立中央大學,07112070,材料科學與工程研究所,D 日,M 碩士,54,7,24,03 桃園市,1 一般
113,0008,國立中央大學,07112083,永續去碳科技博士學位學程,D 日,D 博士,3,0,0,03 桃園市,1 一般
113,0008,國立中央大學,07112083,永續去碳科技碩士學位學程,D 日,M 碩士,18,0,0,03 桃園市,1 一般
113,0008,國立中央大學,07121072,環境工程研究所,D 日,D 博士,16,0,0,03 桃園市,1 一般
113,0008,國立中央大學,07121072,環境工程研究所,D 日,M 碩士,72,7,22,03 桃園市,1 一般
113,0008,國立中央大學,07121072,環境工程研究所,N 職,M 碩士,74,0,16,03 桃園市,1 一般
113,0008,國立中央大學,07132066,能源工程研究所,D 日,D 博士,4,0,2,03 桃園市,1 一般
113,0008,國立中央大學,07132066,能源工程研究所,D 日,M 碩士,34,7,14,03 桃園市,1 一般
113,0008,國立中央大學,07141055,電機工程學系,D 日,D 博士,41,0,3,03 桃園市,1 一般
113,0008,國立中央大學,07141055,電機工程學系,D 日,M 碩士,399,0,145,03 桃園市,1 一般
113,0008,國立中央大學,07141055,電機工程學系,D 日,B 學士,445,31,105,03 桃園市,1 一般
113,0008,國立中央大學,07141056,光電博士學位學程(台灣聯合大學系統),D 日,D 博士,1,0,1,03 桃園市,1 一般
113,0008,國立中央大學,07141057,光電科學與工程學系,D 日,D 博士,33,0,0,03 桃園市,1 一般
113,0008,國立中央大學,07141057,光電科學與工程學系,D 日,M 碩士,225,0,77,03 桃園市,1 一般
113,0008,國立中央大學,07141057,光電科學與工程學系,N 職,M 碩士,46,0,11,03 桃園市,1 一般
113,0008,國立中央大學,07141057,光電科學與工程學系,D 日,B 學士,202,20,40,03 桃園市,1 一般
113,0008,國立中央大學,07141060,通訊工程學系,D 日,D 博士,11,0,1,03 桃園市,1 一般
113,0008,國立中央大學,07141060,通訊工程學系,D 日,M 碩士,157,0,58,03 桃園市,1 一般
113,0008,國立中央大學,07141060,通訊工程學系,N 職,M 碩士,113,0,15,03 桃園市,1 一般
113,0008,國立中央大學,07141060,通訊工程學系,D 日,B 學士,191,15,47,03 桃園市,1 一般
113,0008,國立中央大學,07141077,資訊電機學院學士班,D 日,B 學士,95,2,25,03 桃園市,1 一般
113,0008,國立中央大學,07141084,永續綠能科技博士學位學程,D 日,D 博士,3,0,0,03 桃園市,1 一般
113,0008,國立中央大學,07141084,永續綠能科技碩士學位學程,D 日,M 碩士,16,0,0,03 桃園市,1 一般
113,0008,國立中央大學,07151064,機械工程學系,D 日,D 博士,64,0,10,03 桃園市,1 一般
113,0008,國立中央大學,07151064,機械工程學系,D 日,M 碩士,392,0,125,03 桃園市,1 一般
113,0008,國立中央大學,07151064,機械工程學系,N 職,M 碩士,112,0,15,03 桃園市,1 一般
113,0008,國立中央大學,07151064,機械工程學系,D 日,B 學士,545,36,136,03 桃園市,1 一般
113,0008,國立中央大學,07191026,工業管理研究所,D 日,D 博士,3,0,2,03 桃園市,1 一般
113,0008,國立中央大學,07191026,工業管理研究所,D 日,M 碩士,60,7,27,03 桃園市,1 一般
113,0008,國立中央大學,07191026,工業管理研究所,N 職,M 碩士,50,0,29,03 桃園市,1 一般
113,0008,國立中央大學,07193074,生醫科學與工程學系,D 日,D 博士,46,0,10,03 桃園市,1 一般
113,0008,國立中央大學,07193074,生醫科學與工程學系,D 日,M 碩士,83,0,17,03 桃園市,1 一般
113,0008,國立中央大學,07193074,生醫科學與工程學系人工智慧精準醫療碩士在職專班,N 職,M 碩士,48,0,7,03 桃園市,1 一般
113,0008,國立中央大學,07193074,生醫科學與工程學系,D 日,B 學士,123,16,21,03 桃園市,1 一般
113,0008,國立中央大學,07194076,工學院學士班,D 日,B 學士,99,3,23,03 桃園市,1 一般
113,0008,國立中央大學,07321067,土木工程學系,D 日,D 博士,71,0,12,03 桃園市,1 一般
113,0008,國立中央大學,07321067,土木工程學系,D 日,M 碩士,201,0,102,03 桃園市,1 一般
113,0008,國立中央大學,07321067,土木工程學系,N 職,M 碩士,108,0,38,03 桃園市,1 一般
113,0008,國立中央大學,07321067,土木工程學系,D 日,B 學士,356,33,89,03 桃園市,1 一般
113,0008,國立中央大學,99999Z01,通識及共同科目,D 日,,0,4,0,03 桃園市,1 一般
113,0008,國立中央大學,99999Z05,師資培育中心,D 日,,0,3,0,03 桃園市,1 一般
113,0008,國立中央大學,99999Z07,體育室,D 日,,0,12,0,03 桃園市,1 一般
113,0008,國立中央大學,99999Z08,語言中心,D 日,,0,16,0,03 桃園市,1 一般
113,0008,國立中央大學,99999Z99,其他(包括行政助教),D 日,,0,9,0,03 桃園市,1 一般
113,0009,國立中山大學,01111001,教育研究所,D 日,D 博士,51,0,7,50 高雄市,1 一般
113,0009,國立中山大學,01111001,教育研究所,D 日,M 碩士,39,12,16,50 高雄市,1 一般
113,0009,國立中山大學,01111001,教育研究所,N 職,M 碩士,51,0,16,50 高雄市,1 一般
113,0009,國立中山大學,01111072,教育與人類發展研究全英語博士學位學程,D 日,D 博士,18,0,4,50 高雄市,1 一般
113,0009,國立中山大學,01111072,教育與人類發展研究全英語碩士學位學程,D 日,M 碩士,11,2,2,50 高雄市,1 一般
113,0009,國立中山大學,02151002,音樂學系,D 日,M 碩士,31,0,20,50 高雄市,1 一般
113,0009,國立中山大學,02151002,音樂學系,D 日,B 學士,153,13,31,50 高雄市,1 一般
113,0009,國立中山大學,02152003,劇場藝術學系,D 日,B 學士,206,13,28,50 高雄市,1 一般
113,0009,國立中山大學,02192003,劇場藝術學系,D 日,M 碩士,17,0,3,50 高雄市,1 一般
113,0009,國立中山大學,02192078,藝術管理與創業研究所,D 日,M 碩士,36,4,6,50 高雄市,1 一般
113,0009,國立中山大學,02231008,哲學研究所,D 日,D 博士,2,0,0,50 高雄市,1 一般
113,0009,國立中山大學,02231008,哲學研究所,D 日,M 碩士,30,7,5,50 高雄市,1 一般
113,0009,國立中山大學,02311006,外國語文學系,D 日,D 博士,12,0,1,50 高雄市,1 一般
113,0009,國立中山大學,02311006,外國語文學系,D 日,M 碩士,53,0,5,50 高雄市,1 一般
113,0009,國立中山大學,02311006,外國語文學系,D 日,B 學士,211,19,51,50 高雄市,1 一般
113,0009,國立中山大學,02322005,中國文學系,D 日,D 博士,23,0,1,50 高雄市,1 一般
113,0009,國立中山大學,02322005,中國文學系,D 日,M 碩士,44,0,10,50 高雄市,1 一般
113,0009,國立中山大學,02322005,中國文學系,D 日,B 學士,197,20,44,50 高雄市,1 一般
113,0009,國立中山大學,03111009,經濟學研究所,D 日,M 碩士,56,7,21,50 高雄市,1 一般
113,0009,國立中山大學,03111009,經濟學研究所,N 職,M 碩士,30,0,3,50 高雄市,1 一般
113,0009,國立中山大學,03121011,政治學研究所,D 日,D 博士,18,0,0,50 高雄市,1 一般
113,0009,國立中山大學,03121011,政治學研究所,D 日,M 碩士,51,7,6,50 高雄市,1 一般
113,0009,國立中山大學,03121011,政治學研究所,N 職,M 碩士,25,0,9,50 高雄市,1 一般
113,0009,國立中山大學,03122019,亞太事務英語碩士學位學程,D 日,M 碩士,10,2,8,50 高雄市,1 一般
113,0009,國立中山大學,03122027,海洋事務研究所,D 日,M 碩士,18,5,4,50 高雄市,1 一般
113,0009,國立中山大學,03141013,社會學系,D 日,M 碩士,34,0,3,50 高雄市,1 一般
113,0009,國立中山大學,03141013,社會學系原住民碩士在職專班,N 職,M 碩士,42,0,7,50 高雄市,1 一般
113,0009,國立中山大學,03141013,社會學系,D 日,B 學士,172,13,37,50 高雄市,1 一般
113,0009,國立中山大學,03143016,中國與亞太區域研究所,D 日,D 博士,59,0,6,50 高雄市,1 一般
113,0009,國立中山大學,03143016,中國與亞太區域研究所,D 日,M 碩士,55,8,15,50 高雄市,1 一般
113,0009,國立中山大學,03143016,中國與亞太區域研究所,N 職,M 碩士,29,0,8,50 高雄市,1 一般
113,0009,國立中山大學,04121024,財務管理學系,D 日,D 博士,15,0,5,50 高雄市,1 一般
113,0009,國立中山大學,04121024,財務管理學系,D 日,M 碩士,86,0,33,50 高雄市,1 一般
113,0009,國立中山大學,04121024,財務管理學系,N 職,M 碩士,81,0,21,50 高雄市,1 一般
113,0009,國立中山大學,04121024,財務管理學系,D 日,B 學士,216,16,47,50 高雄市,1 一般
113,0009,國立中山大學,04121084,國際資產管理研究所,D 日,M 碩士,76,0,31,50 高雄市,1 一般
113,0009,國立中山大學,04121090,數位與永續金融研究所,D 日,M 碩士,30,0,0,50 高雄市,1 一般
113,0009,國立中山大學,04121C01,金融創新產業碩士專班,D 日,M 碩士,35,0,11,50 高雄市,1 一般
113,0009,國立中山大學,04131021,企業管理學系,D 日,D 博士,104,0,6,50 高雄市,1 一般
113,0009,國立中山大學,04131021,企業管理學系,D 日,M 碩士,290,0,58,50 高雄市,1 一般
113,0009,國立中山大學,04131021,企業管理學系,D 日,B 學士,346,21,93,50 高雄市,1 一般
113,0009,國立中山大學,04131022,管理學院國際經營管理碩士學程,D 日,M 碩士,117,0,38,50 高雄市,1 一般
113,0009,國立中山大學,04131022,國際經營管理全英語學士學位學程,D 日,B 學士,100,4,0,50 高雄市,1 一般
113,0009,國立中山大學,04131028,人力資源管理研究所,D 日,D 博士,26,0,6,50 高雄市,1 一般
113,0009,國立中山大學,04131028,人力資源管理研究所,D 日,M 碩士,107,12,51,50 高雄市,1 一般
113,0009,國立中山大學,04131028,人力資源管理研究所,N 職,M 碩士,114,0,59,50 高雄市,1 一般
113,0009,國立中山大學,04131077,社會創新研究所,D 日,M 碩士,35,5,4,50 高雄市,1 一般
113,0009,國立中山大學,04134010,政治經濟學系,D 日,B 學士,219,9,44,50 高雄市,1 一般
113,0009,國立中山大學,04134017,公共事務管理研究所,D 日,D 博士,23,0,1,50 高雄市,1 一般
113,0009,國立中山大學,04134017,公共事務管理研究所,D 日,M 碩士,55,9,9,50 高雄市,1 一般
113,0009,國立中山大學,04134017,公共事務管理研究所,N 職,M 碩士,89,0,19,50 高雄市,1 一般
113,0009,國立中山大學,04134018,社會科學院EMPP,N 職,M 碩士,20,1,6,50 高雄市,1 一般
113,0009,國立中山大學,04134073,行政管理現役軍人營區碩士在職專班,N 職,M 碩士,4,0,1,50 高雄市,1 一般
113,0009,國立中山大學,04199025,行銷傳播管理研究所,D 日,M 碩士,64,7,19,50 高雄市,1 一般
113,0009,國立中山大學,04199025,行銷傳播管理研究所,N 職,M 碩士,53,0,15,50 高雄市,1 一般
113,0009,國立中山大學,04199030,兩岸高階主管經營管理碩士在職專班,N 職,M 碩士,19,0,1,50 高雄市,1 一般
113,0009,國立中山大學,04199068,管理學院EMBA,N 職,M 碩士,216,2,113,50 高雄市,1 一般
113,0009,國立中山大學,05111033,生物科學系,D 日,D 博士,22,0,4,50 高雄市,1 一般
113,0009,國立中山大學,05111033,生物科學系,D 日,M 碩士,32,0,5,50 高雄市,1 一般
113,0009,國立中山大學,05111033,生物科學系,N 職,M 碩士,12,0,6,50 高雄市,1 一般
113,0009,國立中山大學,05111033,生物科學系,D 日,B 學士,195,17,45,50 高雄市,1 一般
113,0009,國立中山大學,05121035,生物醫學研究所,D 日,D 博士,56,0,6,50 高雄市,1 一般
113,0009,國立中山大學,05121035,生物醫學研究所,D 日,M 碩士,25,8,10,50 高雄市,1 一般
113,0009,國立中山大學,05121044,海洋生物科技暨資源學系,D 日,D 博士,35,0,5,50 高雄市,1 一般
113,0009,國立中山大學,05121044,海洋生物科技暨資源學系,D 日,M 碩士,49,0,9,50 高雄市,1 一般
113,0009,國立中山大學,05121044,海洋生物科技暨資源學系,D 日,B 學士,134,14,32,50 高雄市,1 一般
113,0009,國立中山大學,05121089,生物醫學科技學系全英語學士班,D 日,B 學士,28,1,0,50 高雄市,1 一般
113,0009,國立中山大學,05124076,精準醫學研究所,D 日,D 博士,2,0,0,50 高雄市,1 一般
113,0009,國立中山大學,05124076,精準醫學研究所,D 日,M 碩士,20,7,5,50 高雄市,1 一般
113,0009,國立中山大學,05211079,海洋科學與科技全英語博士學位學程,D 日,D 博士,13,2,0,50 高雄市,1 一般
113,0009,國立中山大學,05311037,化學系,D 日,D 博士,29,0,3,50 高雄市,1 一般
113,0009,國立中山大學,05311037,化學系,D 日,M 碩士,174,0,66,50 高雄市,1 一般
113,0009,國立中山大學,05311037,化學系,D 日,B 學士,224,20,44,50 高雄市,1 一般
113,0009,國立中山大學,05323043,海洋生物科技博士學位學程,D 日,D 博士,4,0,1,50 高雄市,1 一般
113,0009,國立中山大學,05323047,海洋科學系,D 日,D 博士,13,0,5,50 高雄市,1 一般
113,0009,國立中山大學,05323047,海洋科學系,D 日,M 碩士,35,0,15,50 高雄市,1 一般
113,0009,國立中山大學,05323047,海洋科學系,D 日,B 學士,119,17,30,50 高雄市,1 一般
113,0009,國立中山大學,05323075,海洋生態與保育研究所,D 日,M 碩士,18,5,7,50 高雄市,1 一般
113,0009,國立中山大學,05331038,物理學系,D 日,D 博士,41,0,7,50 高雄市,1 一般
113,0009,國立中山大學,05331038,物理學系,D 日,M 碩士,81,0,21,50 高雄市,1 一般
113,0009,國立中山大學,05331038,物理學系,D 日,B 學士,211,24,48,50 高雄市,1 一般
113,0009,國立中山大學,05399070,理學國際博士學位學程,D 日,D 博士,15,2,3,50 高雄市,1 一般
113,0009,國立中山大學,05411051,應用數學系,D 日,D 博士,6,0,0,50 高雄市,1 一般
113,0009,國立中山大學,05411051,應用數學系,D 日,M 碩士,56,0,31,50 高雄市,1 一般
113,0009,國立中山大學,05411051,應用數學系,D 日,B 學士,205,21,46,50 高雄市,1 一般
113,0009,國立中山大學,06111055,資訊工程學系,D 日,D 博士,24,0,1,50 高雄市,1 一般
113,0009,國立中山大學,06111055,資訊工程學系,D 日,M 碩士,312,0,112,50 高雄市,1 一般
113,0009,國立中山大學,06111055,資訊工程學系科技犯罪偵查資通訊碩士在職專班,N 職,M 碩士,33,0,0,50 高雄市,1 一般
113,0009,國立中山大學,06111055,資訊工程學系,D 日,B 學士,299,21,47,50 高雄市,1 一般
113,0009,國立中山大學,06131052,資訊管理學系,D 日,D 博士,25,0,3,50 高雄市,1 一般
113,0009,國立中山大學,06131052,資訊管理學系,D 日,M 碩士,104,0,54,50 高雄市,1 一般
113,0009,國立中山大學,06131052,資訊管理學系,N 職,M 碩士,106,0,52,50 高雄市,1 一般
113,0009,國立中山大學,06131052,資訊管理學系,D 日,B 學士,201,14,55,50 高雄市,1 一般
113,0009,國立中山大學,07112063,材料與光電科學學系,D 日,D 博士,39,0,5,50 高雄市,1 一般
113,0009,國立中山大學,07112063,材料與光電科學學系,D 日,M 碩士,186,0,55,50 高雄市,1 一般
113,0009,國立中山大學,07112063,材料與光電科學學系,D 日,B 學士,210,16,52,50 高雄市,1 一般
113,0009,國立中山大學,07121064,環境工程研究所,D 日,D 博士,31,0,7,50 高雄市,1 一般
113,0009,國立中山大學,07121064,環境工程研究所,D 日,M 碩士,48,9,22,50 高雄市,1 一般
113,0009,國立中山大學,07121064,環境工程研究所,N 職,M 碩士,54,0,19,50 高雄市,1 一般
113,0009,國立中山大學,07122065,海洋環境及工程學系,D 日,D 博士,21,0,2,50 高雄市,1 一般
113,0009,國立中山大學,07122065,海洋環境及工程學系,D 日,M 碩士,69,0,19,50 高雄市,1 一般
113,0009,國立中山大學,07122065,海洋環境及工程學系,D 日,B 學士,171,18,30,50 高雄市,1 一般
113,0009,國立中山大學,07141053,電機工程學系,D 日,D 博士,22,0,9,50 高雄市,1 一般
